,V1,V2
gn:T05815,xya,Xylanimicrobium sp. FW10M-9
gn:T05816,sala,Salinibacterium sp. UTAS2018
gn:T05817,lej,Leisingera sp. NJS204
gn:T05818,thin,Candidatus Thioglobus sp. NP1
gn:T05819,mana,Methylomusa anaerophila MMFC1
gn:T05820,pser,Pseudanabaena sp. ABRG5-3
gn:T05821,pym,Pseudomonas yamanorum LBUM636
gn:T05822,ahs,Arcobacter halophilus CCUG 53805
gn:T05823,awu,Acinetobacter wuhouensis WCHA60
gn:T05824,mlg,Methylovirgula ligni BW863
gn:T05825,mur,Muriicola sp. MMS17-SY002
gn:T05826,sphs,Sphingosinicella sp. BN140058
gn:T05827,metp,Methylibium sp. Pch-M
gn:T05828,hli,Halobacillus litoralis ERB 031
gn:T05829,dfl,Desulfovibrio ferrophilus IS5
gn:T05830,rby,Rhodococcus biphenylivorans TG9
gn:T05831,bwd,Bacillus wiedmannii bv. thuringiensis FCC41
gn:T05832,moo,Microbacterium oleivorans A9
gn:T05833,osi,Oenococcus sicerae UCMA 15228
gn:T05834,halb,Halorubrum sp. BOL3-1
gn:T05835,agf,Agromyces protaetiae FW100M-8
gn:T05836,aji,Acidipropionibacterium jensenii JS280
gn:T05837,blag,Blastochloris sp. GI
gn:T05838,phar,Peptoniphilus harei NCTC13077
gn:T05839,snz,Streptomyces nigra 452
gn:T05840,lpw,Lactobacillus paragasseri JCM 5343
gn:T05841,vaf,Vibrio alfacsensis CAIM 1831
gn:T05842,wpp,Wolbachia pipientis wAlbB
gn:T05843,ltr,Leucobacter triazinivorans JW-1
gn:T05844,thaa,Thalassococcus sp. S3
gn:T05845,rry,Rathayibacter rathayi DSM 7485
gn:T05846,dye,Dyella sp. M7H15-1
gn:T05847,afj,Acidithiobacillus ferridurans JCM 18981
gn:T05848,vdn,Veillonella dispar NCTC11831
gn:T05849,ney,Neochlamydia sp. S13
gn:T05850,boj,Bordetella sp. J329
gn:T05851,bdm,Brevundimonas diminuta ATCC(B) 19146
gn:T05852,lsd,Litorilituus sediminis JCM 17549
gn:T05853,jli,Janibacter limosus P3-3-X1
gn:T05854,phau,Proteus hauseri 15H5D-4a
gn:T05855,bagr,Brevibacillus agri DSM 6348
gn:T05856,noj,Nonlabens sp. MJ115
gn:T05857,pade,"Candidatus Pseudomonas adelgestsugas HWA_ENA, endosymbiont of Adelges tsugae"
gn:T05858,spyg,Sphingobium sp. YG1
gn:T05859,sprn,Spiroplasma sp. NBRC 100390
gn:T05860,erz,Egibacter rhizosphaerae EGI 80759
gn:T05861,hml,Haematobacter massiliensis OT1
gn:T05862,rpod,Roseitalea porphyridii MA7-20
gn:T05863,strr,Streptomonospora sp. M2
gn:T05864,tvu,Thermoactinomyces vulgaris CDF
gn:T05865,aqs,Aquitalea sp. USM4
gn:T05866,kii,Kocuria indica CE7
gn:T05867,pcw,Phascolarctos cinereus (koala)
gn:T05868,qsu,Quercus suber (cork oak)
gn:T05869,ags,Aphis gossypii (cotton aphid)
gn:T05870,nau,Nicotiana attenuata
gn:T05871,elk,Enhydra lutris kenyoni (northern sea otter)
gn:T05872,peu,Populus euphratica (Euphrates poplar)
gn:T05873,aes,Aeromonas sp. ASNIH5
gn:T05874,cpar,Citrobacter pasteurii UMH17
gn:T05875,slj,Shewanella livingstonensis LMG 19866
gn:T05876,gav,Gordonia alkanivorans YC-RL2
gn:T05877,mare,Maribacter sp. MJ134
gn:T05878,ria,Rathayibacter iranicus NCCPB 2253
gn:T05879,metl,Methylomonas sp. LW13
gn:T05880,bdq,Bdellovibrio sp. qaytius
gn:T05881,pcan,Pomacea canaliculata (golden apple snail)
gn:T05882,bman,Bombyx mandarina (wild silkworm)
gn:T05883,mna,Miniopterus natalensis
gn:T05884,mun,Meriones unguiculatus (Mongolian gerbil)
gn:T05885,dle,Delphinapterus leucas (beluga whale)
gn:T05886,daz,Drosophila arizonae
gn:T05887,etl,Empidonax traillii (willow flycatcher)
gn:T05888,dhe,Drosophila hydei
gn:T05889,capq,Capnocytophaga sp. H2931
gn:T05890,pdj,Pseudoalteromonas donghaensis HJ51
gn:T05891,rjg,Rhizobium jaguaris CCGE525
gn:T05892,hvn,Halomonas venusta MA-ZP17-13
gn:T05893,sdo,Sulfitobacter donghicola SB1155
gn:T05894,bpro,Blautia producta PMF1
gn:T05895,amyt,Arcobacter mytili LMG 24559
gn:T05896,jaj,Janthinobacterium sp. 17J80-10
gn:T05897,lsr,Lonchura striata domestica (Bengalese finch)
gn:T05898,dnv,Drosophila navojoa
gn:T05899,alz,Alteromonas sp. Mac2
gn:T05900,camy,Campylobacter sp. RM6137
gn:T05901,cauf,Caulobacter sp. FWC26
gn:T05902,bgq,Bradyrhizobium guangdongense CCBAU 51649
gn:T05903,mali,Massilia albidiflava DSM 17472
gn:T05904,mesm,Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2
gn:T05905,ccha,Caldicellulosiruptor changbaiensis CBS-Z
gn:T05906,agt,Agrobacterium sp. 33MFTa1.1
gn:T05907,dro,Desmodus rotundus (common vampire bat)
gn:T05908,xco,Xiphophorus couchianus (Monterrey platyfish)
gn:T05909,uah,Ursus arctos horribilis
gn:T05910,mcal,Mus caroli (Ryukyu mouse)
gn:T05911,vvp,Vulpes vulpes TameXAggressive cross (red fox)
gn:T05912,bbub,Bubalus bubalis (water buffalo)
gn:T05913,nek,Neisseria sp. KEM232
gn:T05914,plen,Paenibacillus lentus DSM 25539
gn:T05915,klw,Klebsiella huaxiensis WCHKl090001
gn:T05916,srq,Streptococcus ruminantium GUT187T
gn:T05917,azz,Azospirillum sp. CFH 70021
gn:T05918,mesp,Mesorhizobium sp. Pch-S
gn:T05919,meti,Methylobacterium sp. 17Sr1-43
gn:T05920,csha,Chryseobacterium shandongense G0239
gn:T05921,psed,Pseudomonas sp. R2A2
gn:T05922,bacq,Bacillus sp. Y1
gn:T05923,rhh,Rheinheimera sp. D18
gn:T05924,kgy,Kerstersia gyiorum SWMUKG01
gn:T05925,boo,Boseongicola sp. CCM32
gn:T05926,tht,Thalassotalea sp. HSM 43
gn:T05927,panc,Paenisporosarcina antarctica CGMCC 1.6503
gn:T05928,sacc,Saccharomonospora sp. 31sw
gn:T05929,mpah,Mus pahari (shrew mouse)
gn:T05930,thef,Thermaerobacter sp. FW80
gn:T05931,noy,Nocardioides euryhalodurans MMS17-SY117
gn:T05932,vac,Vagococcus sp. CF-49
gn:T05933,nwr,Nitrosococcus wardiae D1FHS
gn:T05934,kzo,Kurthia zopfii NCTC404
gn:T05935,nfn,Candidatus Nitrosocosmicus franklandus NFRAN1
gn:T05936,cpeg,Corynebacterium pelargi 136/3
gn:T05937,hhf,Herbaspirillum huttiense NFYY 53159
gn:T05938,lib,Legionella israelensis Bercovier 4
gn:T05939,ndp,Nocardioides daphniae JCM 16608
gn:T05940,aio,Actinobacillus indolicus AIFJ1607
gn:T05941,squ,Serratia quinivorans PKL:12
gn:T05942,nbg,Natronorubrum bangense JCM 10635
gn:T05943,hsn,Halapricum salinum CBA1105
gn:T05944,hlm,Halobellus limi CGMCC 1.10331
gn:T05945,psyn,Psychroserpens sp. NJDZ02
gn:T05946,saly,Salinivibrio sp. YCSC6
gn:T05947,halz,Halomicrobium mukohataei JP60
gn:T05948,hjt,Haloterrigena jeotgali A29
gn:T05949,sbf,Silvanigrellales bacterium RF1110005
gn:T05950,aaxa,Acholeplasma axanthum NCTC10138
gn:T05951,wcf,Weissella confusa VTT E-133279
gn:T05952,halm,Haloprofundus sp. MHR1
gn:T05953,fpf,Fabibacter pacificus 9dcg1
gn:T05954,pseb,Pseudorhodobacter sp. S12M18
gn:T05955,pstg,Phreatobacter stygius KCTC 52518
gn:T05956,sks,Salinivibrio kushneri AL184
gn:T05957,lus,Luteimonas yindakuii S-1072
gn:T05958,bri,Brevibacterium sp. CS2
gn:T05959,tbw,Trueperella bialowiezensis NCTC13354
gn:T05960,hyc,Hydrogenophaga sp. PAMC20947
gn:T05961,yhi,Yersinia hibernica CFS1934
gn:T05962,arf,Anaerostipes rhamnosivorans 1y2
gn:T05963,dun,Duncaniella sp. B8
gn:T05964,dax,Desulfoglaeba alkanexedens ALDC
gn:T05965,vao,Vagococcus sp. MN-17
gn:T05966,mpru,Metallosphaera prunae Ron 12/II
gn:T05967,spsc,Sphingobacterium psychroaquaticum SJ-25
gn:T05968,serq,Serratia sp. ATCC 39006
gn:T05969,kbs,Ktedonobacterales bacterium SCAWS-G2
gn:T05970,mtun,Methylocella tundrae T4
gn:T05971,hhw,Hathewaya histolytica NCTC503
gn:T05972,cig,Citricoccus sp. SGAir0453
gn:T05973,agg,Agrococcus sp. SGAir0287
gn:T05974,nvr,Natrinema versiforme BOL5-4
gn:T05975,izh,Izhakiella sp. KSNA2
gn:T05976,brb,Brenneria rubrifaciens 6D370
gn:T05977,soo,Schaalia odontolytica XH001
gn:T05978,cug,Curtobacterium sp. SGAir0471
gn:T05979,cohn,Cohnella sp. HS21
gn:T05980,tvn,Thermosynechococcus vulcanus NIES-2134
gn:T05981,ehd,Candidatus Erwinia haradaeae ErCipseudotaxifoliae
gn:T05982,eav,Enterococcus avium 352
gn:T05983,thig,Thiomicrorhabdus sp. G1
gn:T05984,het,Helicobacter sp. MIT 01-6242
gn:T05985,cmed,Caminibacter mediatlanticus TB-2
gn:T05986,nap,Nautilia sp. PV-1
gn:T05987,lee,Leclercia sp. W17
gn:T05988,celz,Cellulomonas shaoxiangyii Z28
gn:T05989,paet,Pasteurella aerogenes NCTC13378
gn:T05990,vbs,Verrucomicrobia bacterium S94
gn:T05991,syl,Synechococcus sp. PCC 7003
gn:T05992,ans,Arsenophonus nasoniae FIN
gn:T05993,ebg,Enterobacter bugandensis 1367
gn:T05994,cale,Caloramator sp. E03
gn:T05995,mbur,Methylomicrobium buryatense 5GB1C
gn:T05996,emt,Eubacterium maltosivorans YI
gn:T05997,gcr,Glutamicibacter creatinolyticus LGCM 259
gn:T05998,ruj,Ruminococcus sp. JE7A12
gn:T05999,euz,Euzebya sp. DY32-46
gn:T06000,eof,Endosymbiont of Sipalinus gigas NARSGI1
gn:T06001,hpit,Haemophilus pittmaniae NCTC13334
gn:T06002,mboh,Mycoplasma bovirhinis GS01
gn:T06003,fsm,Candidatus Fukatsuia symbiotica 5D
gn:T06004,cox,Cupriavidus oxalaticus X32
gn:T06005,afla,Antarcticibacterium flavum KCTC 52984
gn:T06006,salk,Salinimonas sp. KX18D6
gn:T06007,spae,Sporosarcina pasteurii BNCC 337394
gn:T06008,brr,Brachybacterium sp. SGAir0954
gn:T06009,fbe,Flavobacteriaceae bacterium 10Alg115
gn:T06010,xbc,Pseudolysobacter antarcticus AQ6-296
gn:T06011,pcad,Physeter catodon (sperm whale)
gn:T06012,padl,Pygoscelis adeliae (Adelie penguin)
gn:T06013,lcq,Lucilia cuprina (Australian sheep blowfly)
gn:T06014,rsz,Raphanus sativus (radish)
gn:T06015,nmel,Numida meleagris (helmeted guineafowl)
gn:T06016,vem,Vollenhovia emeryi
gn:T06017,vun,Vigna unguiculata (cowpea)
gn:T06018,aoce,Amphiprion ocellaris (clown anemonefish)
gn:T06019,btab,Bemisia tabaci (sweet potato whitefly)
gn:T06020,rcn,Rosa chinensis (China rose)
gn:T06021,daq,Dickeya aquatica 174/2
gn:T06022,cov,Colwellia sp. Arc7-635
gn:T06023,cpaf,Cetia pacifica TB6
gn:T06024,ecog,Emcibacter congregatus ZYLT
gn:T06025,thes,Thermomonas sp. SY21
gn:T06026,gez,Georgenia sp. Z294
gn:T06027,sutk,Sutterella faecalis KGMB03119
gn:T06028,lyg,Lysinibacillus sp. SGAir0095
gn:T06029,bbar,Beijerinckiaceae bacterium RH AL1 RH_AL1
gn:T06030,obj,Oscillospiraceae bacterium J115
gn:T06031,trr,Trichoderma reesei RUT C-30
gn:T06032,mvz,Microcystis viridis NIES-102
gn:T06033,xan,Xanthomonas sp. ISO98C4
gn:T06034,spau,Sphingomonas paucimobilis AIMST S2
gn:T06035,lpy,Luteibacter pinisoli MAH-14
gn:T06036,ray,Rousettus aegyptiacus (Egyptian rousette)
gn:T06037,pov,Paralichthys olivaceus (Japanese flounder)
gn:T06038,nor,Novosphingobium sp. ABRDHK2
gn:T06039,elz,Elizabethkingia sp. 2-6
gn:T06040,noz,Nocardia sp. CS682
gn:T06041,msal,Mycobacteroides salmoniphilum DSM 43276
gn:T06042,kie,Kluyvera intermedia NCTC12125
gn:T06043,rbd,Aerosticca soli Dysh456
gn:T06044,buu,Burkholderia sp. BDU6
gn:T06045,shom,Staphylococcus hominis FDAARGOS_575
gn:T06046,rtg,Raoultella terrigena NCTC13098
gn:T06047,prj,Providencia rustigianii NCTC6933
gn:T06048,azr,Azoarcus sp. DD4
gn:T06049,hyj,Hymenobacter jejuensis 17J68-5
gn:T06050,parr,Paracoccus sp. Arc7-R13
gn:T06051,stes,Stenotrophomonas sp. ASS1
gn:T06052,artp,Arthrobacter sp. PAMC25564
gn:T06053,pans,Pantoea sp. SO10
gn:T06054,mjv,Manis javanica (Malayan pangolin)
gn:T06055,rtp,Rhincodon typus (whale shark)
gn:T06056,csol,Ceratosolen solmsi marchali
gn:T06057,gsj,Glycine soja (wild soybean)
gn:T06058,slal,Seriola lalandi dorsalis (Yellowtail amberjack)
gn:T06059,pmua,Podarcis muralis (common wall lizard)
gn:T06060,aalb,Aedes albopictus (Asian tiger mosquito)
gn:T06061,ccal,Ceratina calcarata (carpenter bee)
gn:T06062,ppad,Panthera pardus (leopard)
gn:T06063,alim,Austrofundulus limnaeus (annual killifish)
gn:T06064,cscu,Centruroides sculpturatus (bark scorpion)
gn:T06065,rmd,Rhopalosiphum maidis (corn leaf aphid)
gn:T06066,wso,Weissella soli KACC 11848
gn:T06067,poc,Prevotella oris NCTC13071
gn:T06068,ahw,Actinomyces howellii NCTC11636
gn:T06069,csep,Clostridium septicum DSM 7534
gn:T06070,bng,Brenneria nigrifluens ATCC 13028
gn:T06071,hezz,Halorubrum ezzemoulense Fb21
gn:T06072,npl,Natrinema pallidum BOL6-1
gn:T06073,hpse,Hydrogenophaga pseudoflava DSM 1084
gn:T06074,krs,Kocuria rosea ATCC 186
gn:T06075,aseg,Aggregatibacter segnis ATCC 33393
gn:T06076,psyp,Psychrobacter sp. PAMC27889
gn:T06077,fpal,Flavobacterium pallidum HYN0049
gn:T06078,shum,Stella humosa ATCC 43930
gn:T06079,ntn,Neokomagataea tanensis AH13 = NBRC 106556
gn:T06080,ssam,Swingsia samuiensis AH83
gn:T06081,lwl,Leptospira weilii CUD13
gn:T06082,saca,Saccharibacillus brassicae ATSA2
gn:T06083,sale,Salicibibacter halophilus NKC3-5
gn:T06084,echi,Echinicola sp. LN3S3
gn:T06085,laqu,Leisingera aquaemixtae R2C4
gn:T06086,pand,Pandoraea sp. XY-2
gn:T06087,acum,Acinetobacter cumulans WCHAc060092
gn:T06088,dpm,Dolosigranulum pigrum 83VPs-KB5
gn:T06089,fer,Ferrovibrio terrae K5
gn:T06090,bis,Bacteroides intestinalis APC919/174
gn:T06091,aqt,Aquibacillus sp. TKL69
gn:T06092,neh,Neokomagataea sp. Ha5
gn:T06093,swf,Swingsia sp. F3b2
gn:T06094,orz,Ornithinimicrobium sp. H23M54
gn:T06095,spit,Spiroplasma sp. TU-14
gn:T06096,xar,Xanthomonas arboricola 17
gn:T06097,rhr,Rhizobium sp. 11515TR
gn:T06098,lfm,Lactobacillus farciminis KCTC 3681 = DSM 20184
gn:T06099,sge,Streptomyces griseorubiginosus 3E-1
gn:T06100,thap,Thalassotalea sp. PS06
gn:T06101,mik,Microlunatus sp. KUDC0627
gn:T06102,mkc,Methylacidiphilum kamchatkense Kam1
gn:T06103,fop,Formosa sediminum PS13
gn:T06104,onl,Oreochromis niloticus (Nile tilapia)
gn:T06105,atd,Aethina tumida (small hive beetle)
gn:T06106,ptep,Parasteatoda tepidariorum Goettingen (common house spider)
gn:T06107,tsr,Thamnophis sirtalis
gn:T06108,dsr,Drosophila serrata
gn:T06109,obb,Osmia bicornis bicornis
gn:T06110,cvg,Cyprinodon variegatus (sheepshead minnow)
gn:T06111,pvm,Penaeus vannamei (Pacific white shrimp)
gn:T06112,dgt,Dendronephthya gigantea (soft corals)
gn:T06113,mrt,Malassezia restricta KCTC 27527
gn:T06114,nod,Nocardia otitidiscaviarum NEB252
gn:T06115,sted,Sporomusa termitida DSM 4440
gn:T06116,nok,Noviherbaspirillum sp. UKPF54
gn:T06117,enn,Euhalothece natronophila Z-M001
gn:T06118,toy,Tomitella sp. HY188
gn:T06119,huw,Humibacter sp. WJ7-1
gn:T06120,dea,Devosia ginsengisoli Gsoil 520
gn:T06121,psni,Pseudarthrobacter sp. NIBRBAC000502771
gn:T06122,fgg,Flavisolibacter ginsenosidimutans Gsoil 636
gn:T06123,mgin,Mucilaginibacter ginsenosidivorans Gsoil 3017
gn:T06124,oek,Oerskovia sp. KBS0722
gn:T06125,pgq,Planomicrobium glaciei 46093
gn:T06126,pgo,Pseudobacter ginsenosidimutans Gsoil 221
gn:T06127,bsol,Baekduia soli BR7-21
gn:T06128,salr,Salarchaeum sp. JOR-1
gn:T06129,lit,Litoreibacter sp. LN3S51
gn:T06130,paur,Pistricoccus aurantiacus CBA4606
gn:T06131,pgin,Panacibacter ginsenosidivorans Gsoil1550
gn:T06132,dmn,Drosophila miranda MSH22
gn:T06133,pkz,Pichia kudriavzevii CBS573
gn:T06134,amil,Acropora millepora
gn:T06135,talb,Terriglobus albidus ORNL
gn:T06136,rgl,Rhodanobacter glycinis T01E-68
gn:T06137,paga,Pseudoalteromonas agarivorans DSM 14585
gn:T06138,mum,Massilia umbonata DSMZ 26121
gn:T06139,ocd,Oceanicola sp. D3
gn:T06140,yti,Youhaiella tibetensis fig4
gn:T06141,mick,Micrococcus sp. KBS0714
gn:T06142,anp,Antarcticibacterium sp. PAMC 28998
gn:T06143,sros,Spiribacter roseus SSL50
gn:T06144,sthr,Sulfobacillus thermotolerans Kr
gn:T06145,mich,Micromonospora sp. HM134
gn:T06146,cof,Comamonas sp. NLF 7-7
gn:T06147,mclo,Mycoplasma cloacale NCTC 10199
gn:T06148,fad,Francisella adeliensis FDC440
gn:T06149,lhf,Leptotrichia hofstadii JCM16775
gn:T06150,agi,Arachidicoccus ginsenosidivorans Gsoil 809
gn:T06151,sald,Salinibacterium sp. dk2585
gn:T06152,labp,Labrenzia sp. PHM005
gn:T06153,pot,Porphyrobacter sp. YT40
gn:T06154,lug,Luteimonas sp. Gr-4
gn:T06155,rsy,Ralstonia solanacearum UY031
gn:T06156,paut,Pseudonocardia autotrophica NBRC 12743
gn:T06157,prag,Pragia sp. CF-458
gn:T06158,hhk,Halorhodospira halochloris DSM 1059
gn:T06159,bez,Bartonella elizabethae NCTC12898
gn:T06160,salz,Salmonella sp. SSDFZ69
gn:T06161,bgz,Bradyrhizobium guangzhouense CCBAU 51670
gn:T06162,marj,Marinobacter sp. JH2
gn:T06163,noi,Nocardioides sp. dk3136
gn:T06164,spik,Spirosoma sp. KCTC 42546
gn:T06165,rhf,Rhodoferax sp. CHu59-6-5
gn:T06166,sphz,Sphingobacterium sp. CZ-2
gn:T06167,lyj,Lysobacter sp. SJ-36
gn:T06168,fnf,Fusobacterium necrophorum subsp. funduliforme F1291
gn:T06169,metf,Methanofervidicoccus sp. A16
gn:T06170,lgt,Legionella geestiana 1308
gn:T06171,nfv,Neisseria flavescens ATCC 13120
gn:T06172,nst,Nitrosomonas stercoris KYUHI-S
gn:T06173,rfs,Rathayibacter festucae DSM 15932
gn:T06174,ree,Raoultella electrica DSM 102253
gn:T06175,niw,Candidatus Nitrosopumilus sp. SW
gn:T06176,rhg,Rhodoferax sp. Gr-4
gn:T06177,ock,Oceanispirochaeta sp. K2
gn:T06178,lyk,Lysinimonas sp. KACC 19322
gn:T06179,rul,Roseimaritima ulvae UC8
gn:T06180,gmr,Gimesia maris DSM 8797
gn:T06181,mff,Mariniblastus fucicola FC18
gn:T06182,snn,Sphaerotilus natans subsp. sulfidivorans D-507
gn:T06183,agd,Anseongella ginsenosidimutans Gsoil 524
gn:T06184,agv,Aquisphaera giovannonii OJF2
gn:T06185,dou,Dolichospermum sp. UHCC 0315A
gn:T06186,crs,Crassaminicella sp. SY095
gn:T06187,amar,Arcobacter marinus JCM 15502
gn:T06188,dic,Dickeya sp. NCPPB 569
gn:T06189,ngf,Novosphingobium ginsenosidimutans FW-6
gn:T06190,otr,Oryzomicrobium terrae TPP412
gn:T06191,djj,Dermabacter jinjuensis 32T
gn:T06192,hmi,Hydrocarboniclastica marina soil36-7
gn:T06193,lne,Labrys neptuniae KNU-23
gn:T06194,ncu,Neptunomonas concharum JCM17730
gn:T06195,oli,Olivibacter sp. LS-1
gn:T06196,ebv,Empedobacter brevis SE1-3
gn:T06197,day,Dermacoccus abyssi HZAU 226
gn:T06198,pacr,Pigmentiphaga aceris Mada1488
gn:T06199,gti,Gluconobacter thailandicus HD924
gn:T06200,kuy,Kushneria sp. YCWA18
gn:T06201,brf,Brevundimonas sp. MF30-B
gn:T06202,thet,Thermodesulfobacterium sp. TA1
gn:T06203,seqi,Streptococcus equinus FDAARGOS_251
gn:T06204,mgk,Mucilaginibacter ginsenosidivorax KHI28
gn:T06205,alg,Aquicella lusitana SGT-39
gn:T06206,fmi,Francisella marina E103-15
gn:T06207,chit,Chitinophaga sp. XS-30
gn:T06208,rmuc,Roseomonas mucosa FDAARGOS_658
gn:T06209,oct,Octadecabacter sp. SW4
gn:T06210,sper,Spirochaeta perfilievii P
gn:T06211,eex,Eikenella exigua PXX
gn:T06212,nik,Nitrincola sp. KXZD1103
gn:T06213,actw,Actinomadura sp. WMMB499
gn:T06214,mmaa,Moritella marina ATCC 15381 MP-1
gn:T06215,smus,Staphylococcus muscae ATCC 49910
gn:T06216,hhz,Haemophilus haemolyticus NCTC10839
gn:T06217,pxv,Pseudobutyrivibrio xylanivorans MA3014
gn:T06218,prd,Pradoshia sp. D12
gn:T06219,psyh,Psychrobacillus sp. AK 1817
gn:T06220,peh,Planctopirus ephydatiae Spb1
gn:T06221,serw,Serinicoccus sp. W204
gn:T06222,rid,Roseovarius indicus DSM 26383
gn:T06223,bof,Bosea sp. F3-2
gn:T06224,chrm,Chromobacterium sp. 257-1
gn:T06225,glu,Glutamicibacter sp. ZJUTW
gn:T06226,dein,Deinococcus sp. AJ005
gn:T06227,hol,Halomonas olivaria TYRC17
gn:T06228,vnl,Vibrio neocaledonicus CGJ02-2
gn:T06229,echg,Enterobacter chengduensis WCHECl-C4
gn:T06230,alq,Alloprevotella sp. E39
gn:T06231,psyo,Psychrobacillus glaciei PB01
gn:T06232,thec,Thermosynechococcus sp. CL-1
gn:T06233,arac,Arachidicoccus sp. B3-10
gn:T06234,cek,Cellvibrio sp. KY-YJ-3
gn:T06235,lng,Lactobacillus nagelii TMW 1.1827
gn:T06236,nsf,Neisseria subflava ATCC 49275
gn:T06237,cdy,Clostridium diolis DSM 15410
gn:T06238,cpot,Citrobacter portucalensis FDAARGOS_617
gn:T06239,anc,Ancylobacter sp. TS-1
gn:T06240,suln,Sulfurimonas sp. 1-1N
gn:T06241,eak,Ensifer alkalisoli YIC4027
gn:T06242,tmp,Tenacibaculum mesophilum DSM 13764
gn:T06243,blab,Blautia sp. SC05B48
gn:T06244,prot,Proteus sp. CD3
gn:T06245,pkd,Paracoccus kondratievae BJQ0001
gn:T06246,cqf,Curtobacterium flaccumfaciens pv. flaccumfaciens P990
gn:T06247,maru,Maribius sp. THAF1
gn:T06248,mmob,Candidatus Methylospira mobilis Shm1
gn:T06249,oci,Oceanihabitans sp. IOP_32
gn:T06250,halc,Halioglobus maricola IMCC14385
gn:T06251,agu,Acinetobacter guillouiae NBRC 110550
gn:T06252,scar,Staphylococcus caprae 26D
gn:T06253,rot,Roseivivax sp. THAF197b
gn:T06254,lxl,Luteimicrobium xylanilyticum HY-24
gn:T06255,mico,Microvirga sp. HR1
gn:T06256,nas,Natronorubrum aibiense 7-3
gn:T06257,now,Nonomuraea sp. WYY166
gn:T06258,ssyi,Saccharothrix syringae NRRL B-16468
gn:T06259,rain,Raineyella sp. CBA3103
gn:T06260,ald,Alistipes sp. dk3624
gn:T06261,hall,Halomicrobium sp. LC1Hm
gn:T06262,ann,Anabaena sp. YBS01
gn:T06263,bthv,Bacillus thermoamylovorans SSBM
gn:T06264,hsr,Halomonas sulfidaeris ATCC BAA-803
gn:T06265,srj,Streptomyces rochei 7434AN4
gn:T06266,nzl,Neisseria zalophi ATCC BAA-2455
gn:T06267,asip,Aquicella siphonis SGT-108
gn:T06268,alf,Agrobacterium larrymoorei CFBP5473
gn:T06269,rut,Ruegeria sp. THAF33
gn:T06270,amyy,Amycolatopsis sp. YIM 10
gn:T06271,psei,Pseudactinotalea sp. HY158
gn:T06272,aef,Aeromicrobium sp. MF47
gn:T06273,poo,Polaromonas sp. Pch-P
gn:T06274,mict,Microbulbifer sp. THAF38
gn:T06275,ljr,Legionella jordanis NCTC11533
gn:T06276,esz,Escherichia sp. E4742
gn:T06277,hcv,Heliorestis convoluta HH
gn:T06278,llp,Litoricola lipolytica IMCC 1097
gn:T06279,grc,Gracilibacillus sp. SCU50
gn:T06280,lpak,Lysinibacillus pakistanensis LZH-9
gn:T06281,atx,Acidithiobacillus thiooxidans ATCC 19377
gn:T06282,pey,Pantoea eucalypti LMG 24197
gn:T06283,hdf,Halalkaliarchaeum desulfuricum AArc-Sl
gn:T06284,bsym,Bradyrhizobium symbiodeficiens 85S1MB
gn:T06285,rgr,Rhizobium grahamii BG7
gn:T06286,dov,Desulfosarcina ovata subsp. sediminis 28bB2T
gn:T06287,ooi,Otariodibacter oris Baika1
gn:T06288,sace,Saccharopolyspora sp. E2A
gn:T06289,hala,Halorhabdus sp. CBA1104
gn:T06290,mhey,Methylocystis heyeri H2
gn:T06291,fpei,Fusobacterium periodonticum 2_1_31
gn:T06292,sphe,Sphingobacterium sp. dk4302
gn:T06293,mtem,Micromonospora terminaliae DSM 101760
gn:T06294,spiz,Spiribacter sp. 2438
gn:T06295,teh,Tetrasphaera sp. HKS02
gn:T06296,gim,Gimesia sp. E7
gn:T06297,micg,Microlunatus sp. Gsoil 973
gn:T06298,sulg,Sulfurimonas sp. GYSZ_1
gn:T06299,aug,Acinetobacter ursingii M3
gn:T06300,cnk,Chryseobacterium nakagawai G0041
gn:T06301,mlv,Microbacterium lemovicicum Viu22
gn:T06302,ldx,Lactobacillus dextrinicus LH506
gn:T06303,dwd,Desulfosarcina widdelii PP31
gn:T06304,mpar,Methylocystis parvus BRCS2
gn:T06305,god,Gordonia sp. 135
gn:T06306,tey,Tetragenococcus halophilus YJ1
gn:T06307,ras,Rickettsia asiatica Maytaro1284
gn:T06308,tbh,Tepidiforma bonchosmolovskayae 3753O
